2026-03-17T12:46:23	tedana.tedana_workflow	INFO    	Using output directory: /home/jeffrey/Projects/Tensor_TE/bids/derivatives/tedana/sub-10317
2026-03-17T12:46:23	utils.check_te_values	WARNING 	TE values appear to be in milliseconds. Per BIDS convention, echo times should be provided in seconds. Support for millisecond TE values is deprecated and will be removed in a future version. Please provide TE values in seconds.
2026-03-17T12:46:23	tedana.tedana_workflow	INFO    	Initializing and validating component selection tree
2026-03-17T12:46:23	component_selector.validate_tree	WARNING 	Decision tree includes fields that are not used or logged ['_comment']
2026-03-17T12:46:23	component_selector.__init__    	INFO    	Performing component selection with tedana_orig_decision_tree
2026-03-17T12:46:23	component_selector.__init__    	INFO    	Very similar to the decision tree designed by Prantik Kundu
2026-03-17T12:46:23	utils.load_mask   	INFO    	Using user-defined mask
2026-03-17T12:46:23	tedana.tedana_workflow	INFO    	Loading input data: ['bids/derivatives/fmriprep/sub-10317/func/sub-10317_task-ugr_run-2_echo-1_part-mag_desc-preproc_bold.nii.gz', 'bids/derivatives/fmriprep/sub-10317/func/sub-10317_task-ugr_run-2_echo-2_part-mag_desc-preproc_bold.nii.gz', 'bids/derivatives/fmriprep/sub-10317/func/sub-10317_task-ugr_run-2_echo-3_part-mag_desc-preproc_bold.nii.gz', 'bids/derivatives/fmriprep/sub-10317/func/sub-10317_task-ugr_run-2_echo-4_part-mag_desc-preproc_bold.nii.gz']
2026-03-17T12:46:31	utils.make_adaptive_mask	INFO    	Echo-wise intensity thresholds for adaptive mask: [1900.909   1226.2249   686.7068   364.94067]
2026-03-17T12:46:31	utils.make_adaptive_mask	WARNING 	4396 voxels in user-defined mask do not have good signal. Removing voxels from mask.
2026-03-17T12:46:32	tedana.tedana_workflow	INFO    	Computing T2* map
2026-03-17T12:47:32	combine.make_optcom 	INFO    	Optimally combining data with voxel-wise T2* estimates
2026-03-17T12:47:33	tedana.tedana_workflow	INFO    	Writing optimally combined data set: /home/jeffrey/Projects/Tensor_TE/bids/derivatives/tedana/sub-10317/sub-10317_task_desc-optcom_bold.nii.gz
2026-03-17T12:47:33	pca.tedpca      	INFO    	Computing PCA of optimally combined multi-echo data with selection criteria: kic
2026-03-17T12:47:38	pca.tedpca      	INFO    	Optimal number of components based on different criteria:
2026-03-17T12:47:38	pca.tedpca      	INFO    	AIC: 17 | KIC: 17 | MDL: 11 | 90% varexp: 198 | 95% varexp: 218
2026-03-17T12:47:38	pca.tedpca      	INFO    	Explained variance based on different criteria:
2026-03-17T12:47:38	pca.tedpca      	INFO    	AIC: 0.365% | KIC: 0.365% | MDL: 0.33% | 90% varexp: 0.9% | 95% varexp: 0.95%
2026-03-17T12:47:38	pca.tedpca      	INFO    	Plotting maPCA optimization curves
2026-03-17T12:47:39	collect.generate_metrics	INFO    	Calculating standardized parameter estimate maps for optimally combined data
2026-03-17T12:47:40	collect.generate_metrics	INFO    	Calculating unstandardized parameter estimate maps for optimally combined data
2026-03-17T12:47:42	collect.generate_metrics	INFO    	Calculating F-statistic maps
2026-03-17T12:47:45	collect.generate_metrics	INFO    	Thresholding standardized parameter estimate maps
2026-03-17T12:47:45	collect.generate_metrics	INFO    	Thresholding T2* F-statistic maps
2026-03-17T12:47:45	collect.generate_metrics	INFO    	Thresholding S0 F-statistic maps
2026-03-17T12:47:46	collect.generate_metrics	INFO    	Counting significant voxels in T2* F-statistic maps
2026-03-17T12:47:46	collect.generate_metrics	INFO    	Counting significant voxels in S0 F-statistic maps
2026-03-17T12:47:46	collect.generate_metrics	INFO    	Thresholding optimal combination beta maps to match T2* F-statistic maps
2026-03-17T12:47:52	collect.generate_metrics	INFO    	Thresholding optimal combination beta maps to match S0 F-statistic maps
2026-03-17T12:47:55	collect.generate_metrics	INFO    	Calculating kappa and rho
2026-03-17T12:47:55	collect.generate_metrics	INFO    	Calculating variance explained
2026-03-17T12:47:55	collect.generate_metrics	INFO    	Calculating normalized variance explained
2026-03-17T12:47:55	collect.generate_metrics	INFO    	Calculating DSI between thresholded T2* F-statistic and optimal combination beta maps
2026-03-17T12:47:55	collect.generate_metrics	INFO    	Calculating DSI between thresholded S0 F-statistic and optimal combination beta maps
2026-03-17T12:47:55	utils.dice        	WARNING 	4 of 17 components have empty maps, resulting in Dice values of 0. Please check your component table for dice columns with 0-values.
2026-03-17T12:47:55	collect.generate_metrics	INFO    	Calculating signal-noise t-statistics
2026-03-17T12:47:55	collect.generate_metrics	INFO    	Counting significant noise voxels from z-statistic maps
2026-03-17T12:47:55	collect.generate_metrics	INFO    	Calculating decision table score
2026-03-17T12:47:58	pca.tedpca      	INFO    	Selected 17 components with 36.51% normalized variance explained using kic dimensionality estimate
2026-03-17T12:48:02	ica.f_ica       	INFO    	ICA with random seed 42 converged in 51 iterations
2026-03-17T12:48:02	collect.generate_metrics	INFO    	Calculating standardized parameter estimate maps for optimally combined data
